profile	frame_counter	ascent_rate_ms	latitude	longitude	altitude_m	vn_ms	ve_ms	vu_ms	battery_mv	tx_ma	system_temp_c	sats_used	fix_type	pdop	hdop	vdop	gps_week	tow_ms	cal_version	pressure_offset	temp_offset	humidity_offset	rf_tune_id	manufacturing_lot	raw_rssi_dbm	raw_snr_db	temperature_c	pressure_hpa	relative_humidity_pct	wind_dir_deg	wind_speed_ms	phase
9124	9124	-1.0	19.891337	72.427206	2984.0	-2.54	5.04	-1.0	3337	118	19.7	9	3	2.0	1.1	1.7	1869	88771000	2	-0.05	-0.02	-0.5	403	M4643053	-88	13.3	18.6	769.2	31.0	297.0	5.6	descent
9125	9125	-1.0	19.891244	72.427425	2980.0	-2.57	5.73	-1.0	3350	122	19.3	12	3	1.4	1.1	0.9	1869	88775000	2	0.01	-0.14	-0.1	403	M4643053	-86	14.8	18.7	769.5	31.0	294.0	6.3	descent
9126	9126	-1.0	19.891168	72.427618	2976.0	-2.13	5.07	-1.0	3349	122	20.0	9	3	1.6	1.7	0.3	1869	88779000	2	-0.18	0.18	0.4	403	M4643053	-87	14.7	18.3	769.9	32.0	293.0	5.5	descent
9127	9127	-1.0	19.891079	72.427816	2972.0	-2.47	5.16	-1.0	3348	122	19.7	12	3	1.4	1.0	1.0	1869	88783000	2	0.07	-0.19	0.3	403	M4643053	-86	10.5	18.2	770.3	29.0	296.0	5.7	descent
9128	9128	-1.0	19.890983	72.428011	2968.0	-2.66	5.12	-1.0	3335	117	19.8	11	3	1.9	1.4	1.3	1869	88787000	2	-0.09	-0.13	-0.1	403	M4643053	-88	17.8	18.8	770.6	31.0	297.0	5.8	descent
9129	9129	-1.0	19.890892	72.428193	2964.0	-2.54	4.75	-1.0	3344	123	19.7	9	3	1.4	1.7	0.3	1869	88791000	2	0.17	0.07	-0.7	403	M4643053	-89	9.2	18.5	771.0	31.0	298.0	5.4	descent
9130	9130	-0.75	19.890806	72.428401	2961.0	-2.4	5.46	-0.75	3342	124	19.4	8	3	1.4	1.6	0.3	1869	88795000	2	0.19	0.13	0.7	403	M4643053	-89	9.0	18.7	771.3	31.0	294.0	6.0	descent
9131	9131	-1.0	19.890708	72.428601	2957.0	-2.71	5.22	-1.0	3347	123	19.1	8	3	1.7	0.8	1.5	1869	88799000	2	0.06	-0.11	-0.3	403	M4643053	-87	14.1	18.6	771.6	32.0	297.0	5.9	descent
9132	9132	-1.0	19.890623	72.428797	2953.0	-2.39	5.13	-1.0	3337	120	19.6	9	3	1.4	1.0	1.0	1869	88803000	2	-0.29	-0.09	-0.3	403	M4643053	-81	18.0	18.4	772.0	30.0	295.0	5.7	descent
9133	9133	-1.0	19.89054	72.428988	2949.0	-2.29	4.99	-1.0	3337	123	19.3	10	3	1.1	1.3	0.3	1869	88807000	2	-0.04	-0.19	0.6	403	M4643053	-89	11.0	18.9	772.4	30.0	295.0	5.5	descent
9134	9134	-1.0	19.890451	72.42917	2945.0	-2.47	4.78	-1.0	3345	116	19.5	12	3	2.2	1.5	1.6	1869	88811000	2	0.11	-0.16	0.3	403	M4643053	-87	15.6	18.8	772.7	30.0	297.0	5.4	descent
9135	9135	-1.0	19.890356	72.429349	2941.0	-2.64	4.67	-1.0	3349	120	19.5	9	3	1.3	1.7	0.3	1869	88815000	2	0.07	0.04	-0.7	403	M4643053	-89	10.8	19.0	773.1	32.0	299.0	5.4	descent
9136	9136	-0.75	19.890265	72.429538	2938.0	-2.56	4.95	-0.75	3338	118	19.6	9	3	1.2	1.3	0.3	1869	88819000	2	-0.18	0.02	1.0	403	M4643053	-88	14.8	19.0	773.3	32.0	297.0	5.6	descent
9137	9137	-0.75	19.890175	72.429717	2935.0	-2.5	4.68	-0.75	3348	121	20.2	11	3	2.2	0.9	2.0	1869	88823000	2	0.05	0.12	0.3	403	M4643053	-85	14.3	19.2	773.6	29.0	298.0	5.3	descent
9138	9138	-0.75	19.890086	72.429906	2932.0	-2.48	4.93	-0.75	3341	124	19.8	10	3	1.9	1.7	0.8	1869	88827000	2	-0.0	-0.05	-0.4	403	M4643053	-86	14.5	18.8	773.9	30.0	297.0	5.5	descent
9139	9139	-1.0	19.889998	72.430083	2928.0	-2.43	4.64	-1.0	3349	124	19.8	8	3	2.2	0.9	2.0	1869	88831000	2	0.23	-0.19	0.2	403	M4643053	-82	13.2	18.8	774.2	31.0	298.0	5.2	descent
9140	9140	-1.0	19.889911	72.430252	2924.0	-2.41	4.42	-1.0	3339	121	19.5	8	3	2.4	1.1	2.1	1869	88835000	2	-0.26	0.19	0.5	403	M4643053	-81	11.9	19.3	774.6	31.0	299.0	5.0	descent
9141	9141	-1.0	19.889829	72.43044	2920.0	-2.3	4.91	-1.0	3338	116	20.2	12	3	1.6	1.1	1.2	1869	88839000	2	-0.03	-0.1	0.2	403	M4643053	-87	8.7	18.8	775.0	29.0	295.0	5.4	descent
9142	9142	-1.0	19.889751	72.430613	2916.0	-2.18	4.52	-1.0	3342	122	19.6	8	3	2.0	1.5	1.3	1869	88843000	2	0.11	0.04	-0.3	403	M4643053	-83	10.6	19.0	775.4	29.0	296.0	5.0	descent
9143	9143	-1.0	19.889668	72.430788	2912.0	-2.3	4.58	-1.0	3343	115	19.7	12	3	1.5	1.5	0.3	1869	88847000	2	0.25	-0.19	-0.6	403	M4643053	-88	12.0	18.9	775.7	31.0	297.0	5.1	descent
9144	9144	-1.0	19.889584	72.430952	2908.0	-2.33	4.31	-1.0	3346	117	19.9	11	3	1.4	1.1	0.9	1869	88851000	2	0.18	0.12	-0.7	403	M4643053	-89	16.0	18.9	776.1	29.0	298.0	4.9	descent
9145	9145	-1.0	19.889488	72.43113	2904.0	-2.68	4.65	-1.0	3338	124	20.2	11	3	2.3	1.2	2.0	1869	88855000	2	0.06	0.04	-0.8	403	M4643053	-84	8.9	19.4	776.4	29.0	300.0	5.4	descent
9146	9146	-0.75	19.889387	72.431315	2901.0	-2.8	4.84	-0.75	3349	119	19.7	8	3	1.7	1.2	1.2	1869	88859000	2	0.25	0.07	0.1	403	M4643053	-83	17.9	19.1	776.7	28.0	300.0	5.6	descent
9147	9147	-1.0	19.889294	72.431491	2897.0	-2.58	4.62	-1.0	3348	115	19.7	10	3	1.7	1.5	0.8	1869	88863000	2	0.08	0.07	-0.5	403	M4643053	-82	10.6	19.4	777.1	31.0	299.0	5.3	descent
9148	9148	-1.0	19.889196	72.431674	2893.0	-2.73	4.78	-1.0	3344	116	19.8	10	3	2.2	1.3	1.8	1869	88867000	2	0.29	0.16	-0.8	403	M4643053	-86	14.8	19.6	777.4	31.0	300.0	5.5	descent
9149	9149	-0.75	19.889111	72.431848	2890.0	-2.37	4.56	-0.75	3345	119	19.4	8	3	2.3	1.2	2.0	1869	88871000	2	0.12	-0.06	-0.0	403	M4643053	-84	13.1	19.6	777.7	28.0	297.0	5.1	descent
9150	9150	-1.0	19.889014	72.43203	2886.0	-2.69	4.74	-1.0	3348	117	19.8	10	3	2.3	1.3	1.9	1869	88875000	2	-0.18	0.18	0.4	403	M4643053	-87	9.7	19.6	778.0	28.0	300.0	5.5	descent
9151	9151	-0.75	19.888928	72.432201	2883.0	-2.39	4.48	-0.75	3349	119	19.3	9	3	1.2	1.2	0.3	1869	88879000	2	0.17	0.02	-0.9	403	M4643053	-83	14.7	19.3	778.3	29.0	298.0	5.1	descent
9152	9152	-1.0	19.88882	72.432385	2879.0	-3.0	4.82	-1.0	3346	117	19.5	9	3	2.4	1.5	1.9	1869	88883000	2	-0.08	-0.06	-0.1	403	M4643053	-80	15.6	19.2	778.7	31.0	302.0	5.7	descent
9153	9153	-0.75	19.888735	72.432554	2876.0	-2.37	4.42	-0.75	3347	116	19.8	12	3	1.5	0.9	1.2	1869	88887000	2	0.0	0.11	0.5	403	M4643053	-85	11.2	19.8	779.0	29.0	298.0	5.0	descent
9154	9154	-0.75	19.88865	72.432728	2873.0	-2.38	4.56	-0.75	3341	120	20.0	8	3	2.4	1.6	1.8	1869	88891000	2	-0.1	-0.07	0.8	403	M4643053	-84	16.4	19.5	779.3	29.0	298.0	5.1	descent
9155	9155	-1.0	19.888566	72.432899	2869.0	-2.32	4.47	-1.0	3347	120	19.5	9	3	1.4	1.3	0.5	1869	88895000	2	-0.18	0.16	-0.2	403	M4643053	-81	13.1	19.7	779.6	30.0	297.0	5.0	descent
9156	9156	-1.0	19.888473	72.433076	2865.0	-2.59	4.64	-1.0	3346	123	19.5	11	3	1.6	1.2	1.1	1869	88899000	2	-0.18	-0.16	0.6	403	M4643053	-85	10.3	19.8	779.9	31.0	299.0	5.3	descent
9157	9157	-0.75	19.88838	72.433261	2862.0	-2.59	4.82	-0.75	3334	118	19.4	11	3	1.8	1.4	1.1	1869	88903000	2	-0.22	-0.01	0.0	403	M4643053	-89	17.6	19.5	780.2	30.0	298.0	5.5	descent
9158	9158	-0.75	19.888287	72.433437	2859.0	-2.6	4.62	-0.75	3343	116	20.0	12	3	1.7	0.9	1.4	1869	88907000	2	-0.23	0.1	0.8	403	M4643053	-81	17.6	19.7	780.5	31.0	299.0	5.3	descent
9159	9159	-1.0	19.888183	72.433631	2855.0	-2.88	5.09	-1.0	3346	116	19.9	8	3	1.6	1.4	0.8	1869	88911000	2	-0.16	0.09	-0.8	403	M4643053	-89	12.5	19.6	780.8	28.0	300.0	5.8	descent
9160	9160	-1.0	19.888076	72.433824	2851.0	-2.98	5.04	-1.0	3348	119	20.0	11	3	2.5	1.0	2.3	1869	88915000	2	0.25	0.02	0.8	403	M4643053	-81	15.7	19.9	781.2	28.0	301.0	5.9	descent
9161	9161	-0.75	19.887987	72.434001	2848.0	-2.49	4.65	-0.75	3343	119	19.9	10	3	2.1	1.7	1.2	1869	88919000	2	-0.01	-0.16	0.1	403	M4643053	-80	14.8	19.8	781.5	30.0	298.0	5.3	descent
9162	9162	-1.0	19.887886	72.434178	2844.0	-2.8	4.63	-1.0	3336	122	20.0	9	3	2.2	1.0	2.0	1869	88923000	2	0.28	-0.1	0.5	403	M4643053	-86	14.4	19.7	781.8	28.0	301.0	5.4	descent
9163	9163	-0.75	19.887783	72.434376	2841.0	-2.87	5.17	-0.75	3337	121	19.6	8	3	2.2	1.3	1.8	1869	88927000	2	0.15	0.04	0.9	403	M4643053	-84	17.4	20.1	782.1	29.0	299.0	5.9	descent
9164	9164	-1.0	19.887698	72.434549	2837.0	-2.38	4.54	-1.0	3342	118	20.3	8	3	2.1	1.1	1.8	1869	88931000	2	-0.08	-0.11	-0.3	403	M4643053	-89	10.6	19.5	782.5	28.0	298.0	5.1	descent
9165	9165	-1.0	19.887595	72.434745	2833.0	-2.86	5.11	-1.0	3343	120	19.9	9	3	1.5	1.6	0.3	1869	88935000	2	0.29	-0.01	-0.4	403	M4643053	-86	13.2	19.8	782.8	28.0	299.0	5.9	descent
9166	9166	-1.0	19.887484	72.434936	2829.0	-3.08	5.0	-1.0	3342	123	20.4	9	3	2.3	1.4	1.8	1869	88939000	2	0.15	0.05	0.3	403	M4643053	-88	10.9	19.9	783.2	30.0	302.0	5.9	descent
9167	9167	-1.0	19.887388	72.435129	2825.0	-2.69	5.06	-1.0	3334	124	19.8	9	3	2.2	1.1	1.9	1869	88943000	2	0.23	-0.09	0.4	403	M4643053	-80	12.5	19.9	783.6	27.0	298.0	5.7	descent
9168	9168	-1.0	19.887283	72.43531	2821.0	-2.92	4.74	-1.0	3344	116	20.4	11	3	2.0	1.3	1.5	1869	88947000	2	0.06	0.05	0.7	403	M4643053	-80	10.2	20.1	784.0	28.0	302.0	5.6	descent
9169	9169	-1.25	19.887188	72.435507	2816.0	-2.65	5.17	-1.25	3344	115	19.6	10	3	2.4	1.4	1.9	1869	88951000	2	-0.05	-0.16	0.4	403	M4643053	-89	10.9	20.0	784.4	30.0	297.0	5.8	descent
9170	9170	-1.25	19.887089	72.435676	2811.0	-2.74	4.4	-1.25	3342	121	20.4	9	3	1.1	1.0	0.5	1869	88955000	2	0.21	-0.01	0.2	403	M4643053	-83	17.8	19.9	784.9	28.0	302.0	5.2	descent
9171	9171	-1.0	19.886991	72.435844	2807.0	-2.75	4.41	-1.0	3334	115	19.6	10	3	2.4	1.7	1.7	1869	88959000	2	0.2	0.03	0.1	403	M4643053	-87	9.3	20.0	785.3	29.0	302.0	5.2	descent
9172	9172	-1.25	19.886893	72.436041	2802.0	-2.71	5.16	-1.25	3347	123	19.6	10	3	1.7	1.1	1.3	1869	88963000	2	-0.07	0.04	0.6	403	M4643053	-80	16.6	20.1	785.7	30.0	298.0	5.8	descent
9173	9173	-1.25	19.886801	72.436214	2797.0	-2.55	4.51	-1.25	3342	121	20.3	9	3	1.5	1.7	0.3	1869	88967000	2	0.12	0.15	-0.7	403	M4643053	-85	10.9	20.5	786.1	29.0	300.0	5.2	descent
9174	9174	-1.0	19.886705	72.436385	2793.0	-2.68	4.49	-1.0	3339	116	19.7	9	3	1.8	1.8	0.3	1869	88971000	2	-0.0	-0.01	0.3	403	M4643053	-88	17.9	20.5	786.5	30.0	301.0	5.2	descent
9175	9175	-1.0	19.886614	72.436551	2789.0	-2.53	4.33	-1.0	3335	124	20.0	12	3	1.5	1.3	0.7	1869	88975000	2	-0.17	0.1	1.0	403	M4643053	-81	10.6	20.2	786.9	28.0	300.0	5.0	descent
9176	9176	-1.0	19.886521	72.436717	2785.0	-2.58	4.36	-1.0	3333	117	20.3	9	3	1.5	0.9	1.2	1869	88979000	2	-0.16	-0.06	0.5	403	M4643053	-84	15.3	20.3	787.2	28.0	301.0	5.1	descent
9177	9177	-0.75	19.886437	72.4369	2782.0	-2.35	4.79	-0.75	3343	123	20.4	12	3	1.9	1.1	1.5	1869	88983000	2	-0.16	-0.11	-0.1	403	M4643053	-81	10.7	20.7	787.5	29.0	296.0	5.3	descent
9178	9178	-1.0	19.886332	72.437081	2778.0	-2.92	4.74	-1.0	3340	124	20.0	11	3	1.7	1.7	0.3	1869	88987000	2	-0.27	0.16	0.6	403	M4643053	-89	13.5	20.5	787.9	27.0	302.0	5.6	descent
9179	9179	-0.75	19.886248	72.437258	2775.0	-2.33	4.63	-0.75	3343	118	20.0	10	3	2.3	0.8	2.2	1869	88991000	2	0.23	-0.19	0.7	403	M4643053	-88	16.7	20.7	788.2	26.0	297.0	5.2	descent
9180	9180	-0.75	19.886154	72.437422	2772.0	-2.63	4.27	-0.75	3344	115	20.3	10	3	1.5	1.2	0.9	1869	88995000	2	0.14	-0.06	0.6	403	M4643053	-81	9.2	20.5	788.5	26.0	302.0	5.0	descent
9181	9181	-0.75	19.886059	72.437585	2769.0	-2.64	4.26	-0.75	3348	122	20.5	8	3	2.3	1.3	1.9	1869	88999000	2	-0.1	-0.02	-0.7	403	M4643053	-82	16.1	20.3	788.7	27.0	302.0	5.0	descent
9182	9182	-1.0	19.885957	72.437762	2765.0	-2.84	4.65	-1.0	3343	118	19.9	12	3	1.7	1.5	0.8	1869	89003000	2	-0.07	-0.07	0.5	403	M4643053	-88	16.4	20.7	789.0	27.0	301.0	5.4	descent
9183	9183	-0.75	19.885861	72.437939	2762.0	-2.67	4.64	-0.75	3335	121	20.4	9	3	1.4	1.1	0.9	1869	89007000	2	0.27	-0.03	-0.5	403	M4643053	-89	13.6	20.5	789.3	29.0	300.0	5.3	descent
9184	9184	-1.0	19.885773	72.438102	2758.0	-2.45	4.27	-1.0	3338	121	20.2	8	3	1.9	1.7	0.8	1869	89011000	2	0.08	-0.08	1.0	403	M4643053	-85	17.4	20.3	789.7	27.0	300.0	4.9	descent
9185	9185	-0.75	19.88569	72.438282	2755.0	-2.3	4.69	-0.75	3336	119	19.8	8	3	1.6	1.0	1.2	1869	89015000	2	0.07	0.14	0.0	403	M4643053	-89	17.5	20.7	790.0	28.0	296.0	5.2	descent
9186	9186	-1.0	19.885597	72.43844	2751.0	-2.58	4.14	-1.0	3342	123	19.8	9	3	1.5	1.7	0.3	1869	89019000	2	-0.11	-0.1	-0.7	403	M4643053	-84	17.2	20.9	790.3	29.0	302.0	4.9	descent
9187	9187	-1.0	19.885506	72.438605	2747.0	-2.54	4.33	-1.0	3339	124	19.7	9	3	1.1	1.5	0.3	1869	89023000	2	-0.26	-0.12	-0.8	403	M4643053	-87	15.0	20.7	790.7	27.0	300.0	5.0	descent
9188	9188	-0.75	19.88542	72.438764	2744.0	-2.38	4.15	-0.75	3334	115	19.9	10	3	2.4	1.0	2.2	1869	89027000	2	0.03	0.04	-0.2	403	M4643053	-81	14.3	20.6	791.0	27.0	300.0	4.8	descent
9189	9189	-1.0	19.885333	72.438944	2740.0	-2.44	4.72	-1.0	3337	117	20.2	10	3	1.8	1.6	0.8	1869	89031000	2	-0.22	-0.03	-0.9	403	M4643053	-89	11.0	21.0	791.4	28.0	297.0	5.3	descent
9190	9190	-1.0	19.885232	72.439123	2736.0	-2.8	4.68	-1.0	3344	124	20.1	8	3	1.9	1.8	0.6	1869	89035000	2	0.02	0.17	0.8	403	M4643053	-83	8.9	20.9	791.7	28.0	301.0	5.5	descent
9191	9191	-0.75	19.885145	72.439295	2733.0	-2.42	4.51	-0.75	3341	118	20.6	9	3	1.6	1.4	0.8	1869	89039000	2	0.29	-0.13	0.2	403	M4643053	-85	11.9	20.5	792.0	29.0	298.0	5.1	descent
9192	9192	-0.75	19.885071	72.439457	2730.0	-2.08	4.24	-0.75	3345	116	20.4	11	3	2.1	1.6	1.4	1869	89043000	2	0.26	0.09	0.5	403	M4643053	-88	9.9	21.0	792.2	26.0	296.0	4.7	descent
9193	9193	-0.75	19.884992	72.439623	2727.0	-2.18	4.33	-0.75	3339	115	20.6	12	3	1.7	1.0	1.4	1869	89047000	2	0.11	-0.05	-0.4	403	M4643053	-84	9.1	21.1	792.5	27.0	297.0	4.8	descent
9194	9194	-0.75	19.884904	72.439775	2724.0	-2.47	4.0	-0.75	3336	122	20.0	8	3	1.3	1.1	0.7	1869	89051000	2	-0.17	-0.11	-0.7	403	M4643053	-83	14.4	20.8	792.8	28.0	302.0	4.7	descent
9195	9195	-0.75	19.884808	72.439939	2721.0	-2.66	4.29	-0.75	3342	115	20.0	9	3	1.2	0.9	0.8	1869	89055000	2	0.01	0.0	-0.9	403	M4643053	-89	10.9	20.7	793.1	27.0	302.0	5.1	descent
9196	9196	-0.75	19.884718	72.440101	2718.0	-2.5	4.24	-0.75	3345	122	20.5	10	3	2.3	1.8	1.4	1869	89059000	2	0.09	-0.02	-0.1	403	M4643053	-88	9.4	20.8	793.4	29.0	301.0	4.9	descent
9197	9197	-1.0	19.884621	72.440267	2714.0	-2.71	4.34	-1.0	3332	116	20.1	8	3	1.2	1.3	0.3	1869	89063000	2	-0.19	-0.03	-0.9	403	M4643053	-85	16.8	21.1	793.7	26.0	302.0	5.1	descent
9198	9198	-1.0	19.884537	72.440422	2710.0	-2.32	4.07	-1.0	3333	118	20.0	10	3	2.2	1.6	1.5	1869	89067000	2	0.13	-0.19	-0.1	403	M4643053	-80	14.5	20.9	794.1	27.0	300.0	4.7	descent
9199	9199	-1.25	19.884458	72.440588	2705.0	-2.21	4.33	-1.25	3337	120	20.4	12	3	1.3	1.4	0.3	1869	89071000	2	-0.03	0.14	-0.1	403	M4643053	-87	9.3	20.9	794.6	27.0	297.0	4.9	descent
9200	9200	-1.25	19.884367	72.440752	2700.0	-2.51	4.29	-1.25	3343	122	20.6	11	3	2.3	1.3	1.9	1869	89075000	2	-0.06	-0.12	0.7	403	M4643053	-87	12.0	21.3	795.0	26.0	300.0	5.0	descent
9201	9201	-1.25	19.884278	72.440915	2695.0	-2.5	4.27	-1.25	3332	115	20.5	11	3	1.3	1.6	0.3	1869	89079000	2	0.22	-0.0	0.7	403	M4643053	-86	17.6	21.4	795.5	26.0	300.0	4.9	descent
9202	9202	-1.25	19.884199	72.44106	2690.0	-2.19	3.8	-1.25	3342	119	20.4	11	3	2.3	1.8	1.4	1869	89083000	2	-0.25	-0.07	1.0	403	M4643053	-82	8.3	21.2	796.0	28.0	300.0	4.4	descent
9203	9203	-1.5	19.884115	72.441216	2684.0	-2.34	4.07	-1.5	3344	124	20.3	8	3	1.2	1.6	0.3	1869	89087000	2	0.07	-0.08	-0.1	403	M4643053	-82	8.2	21.1	796.5	26.0	300.0	4.7	descent
9204	9204	-1.25	19.884043	72.441366	2679.0	-2.01	3.93	-1.25	3337	123	20.5	11	3	1.8	1.2	1.3	1869	89091000	2	0.13	-0.12	0.8	403	M4643053	-83	17.7	21.4	797.0	27.0	297.0	4.4	descent
9205	9205	-1.5	19.883968	72.441514	2673.0	-2.07	3.86	-1.5	3335	121	20.6	12	3	1.6	1.4	0.8	1869	89095000	2	-0.17	0.15	-0.6	403	M4643053	-87	17.3	21.5	797.5	25.0	298.0	4.4	descent
9206	9206	-1.25	19.883885	72.441661	2668.0	-2.31	3.85	-1.25	3347	124	20.6	11	3	1.4	1.2	0.7	1869	89099000	2	0.1	-0.05	-0.3	403	M4643053	-83	11.9	21.6	798.0	28.0	301.0	4.5	descent
9207	9207	-1.25	19.883813	72.441802	2663.0	-2.01	3.69	-1.25	3342	119	20.0	11	3	2.3	1.8	1.4	1869	89103000	2	0.18	-0.19	0.1	403	M4643053	-87	9.5	21.3	798.5	25.0	299.0	4.2	descent
9208	9208	-1.25	19.88375	72.441935	2658.0	-1.74	3.49	-1.25	3336	121	20.1	12	3	1.3	1.4	0.3	1869	89107000	2	-0.03	-0.09	0.7	403	M4643053	-86	12.4	21.9	798.9	25.0	297.0	3.9	descent
9209	9209	-1.0	19.883682	72.442077	2654.0	-1.9	3.71	-1.0	3332	122	20.8	8	3	1.9	0.8	1.7	1869	89111000	2	0.16	-0.02	0.8	403	M4643053	-86	8.5	21.9	799.3	24.0	297.0	4.2	descent
9210	9210	-1.25	19.883615	72.442206	2649.0	-1.88	3.39	-1.25	3340	122	20.8	11	3	2.2	1.7	1.4	1869	89115000	2	-0.01	-0.17	-1.0	403	M4643053	-89	15.1	21.9	799.7	24.0	299.0	3.9	descent
9211	9211	-1.0	19.88355	72.442343	2645.0	-1.79	3.57	-1.0	3331	119	20.5	9	3	1.4	1.5	0.3	1869	89119000	2	0.0	-0.08	0.3	403	M4643053	-89	10.1	21.9	800.1	25.0	297.0	4.0	descent
9212	9212	-1.0	19.883474	72.442485	2641.0	-2.14	3.72	-1.0	3338	120	20.8	10	3	1.7	1.6	0.6	1869	89123000	2	-0.02	0.07	0.2	403	M4643053	-87	9.8	21.5	800.4	24.0	300.0	4.3	descent
9213	9213	-0.75	19.883395	72.442614	2638.0	-2.17	3.37	-0.75	3337	120	20.9	10	3	2.3	0.8	2.2	1869	89127000	2	0.01	-0.18	-0.5	403	M4643053	-89	16.5	22.1	800.7	24.0	303.0	4.0	descent
9214	9214	-0.75	19.883327	72.442754	2635.0	-1.91	3.66	-0.75	3336	117	20.0	11	3	2.5	0.9	2.3	1869	89131000	2	0.25	0.02	0.2	403	M4643053	-89	10.6	21.9	801.1	24.0	298.0	4.1	descent
9215	9215	-1.0	19.883257	72.442884	2631.0	-1.94	3.41	-1.0	3335	120	20.5	9	3	1.1	1.2	0.3	1869	89135000	2	-0.11	0.17	-0.4	403	M4643053	-86	13.1	21.9	801.4	26.0	300.0	3.9	descent
9216	9216	-0.75	19.883186	72.443007	2628.0	-1.99	3.22	-0.75	3341	120	20.8	8	3	2.5	1.7	1.8	1869	89139000	2	-0.04	-0.03	0.9	403	M4643053	-84	12.9	21.8	801.7	25.0	302.0	3.8	descent
9217	9217	-0.75	19.883125	72.44313	2625.0	-1.69	3.21	-0.75	3332	124	20.5	8	3	1.2	1.2	0.3	1869	89143000	2	0.19	0.19	0.6	403	M4643053	-85	15.6	21.8	801.9	24.0	298.0	3.6	descent
9218	9218	-0.75	19.88306	72.443244	2622.0	-1.81	2.99	-0.75	3339	117	20.7	9	3	1.5	1.1	1.0	1869	89147000	2	-0.24	0.09	0.2	403	M4643053	-81	8.2	22.2	802.2	23.0	301.0	3.5	descent
9219	9219	-0.75	19.882992	72.443369	2619.0	-1.89	3.27	-0.75	3339	118	20.7	11	3	2.0	1.6	1.2	1869	89151000	2	0.15	-0.02	-0.6	403	M4643053	-86	13.6	22.3	802.5	25.0	300.0	3.8	descent
9220	9220	-1.0	19.882922	72.443485	2615.0	-1.96	3.03	-1.0	3340	123	20.4	11	3	2.0	1.1	1.7	1869	89155000	2	-0.2	0.13	0.9	403	M4643053	-85	10.4	22.2	802.8	23.0	303.0	3.6	descent
9221	9221	-0.75	19.882852	72.443611	2612.0	-1.94	3.3	-0.75	3339	121	20.2	8	3	1.2	1.5	0.3	1869	89159000	2	-0.2	0.04	1.0	403	M4643053	-85	9.4	22.3	803.2	25.0	300.0	3.8	descent
9222	9222	-1.0	19.882785	72.443724	2608.0	-1.87	2.97	-1.0	3336	118	20.1	12	3	1.6	1.3	0.9	1869	89163000	2	0.23	0.01	0.8	403	M4643053	-84	15.6	22.2	803.5	24.0	302.0	3.5	descent
9223	9223	-0.75	19.882717	72.443854	2605.0	-1.9	3.39	-0.75	3332	119	21.0	11	3	1.1	1.2	0.3	1869	89167000	2	-0.19	-0.06	0.0	403	M4643053	-87	12.0	22.4	803.8	23.0	299.0	3.9	descent
9224	9224	-1.0	19.882652	72.443982	2601.0	-1.8	3.34	-1.0	3340	121	20.6	9	3	1.9	1.4	1.3	1869	89171000	2	0.05	-0.08	1.0	403	M4643053	-89	9.2	22.2	804.2	25.0	298.0	3.8	descent
9225	9225	-0.75	19.882579	72.444103	2598.0	-2.02	3.18	-0.75	3342	118	20.4	9	3	1.7	1.0	1.4	1869	89175000	2	-0.2	-0.03	1.0	403	M4643053	-87	12.7	22.4	804.5	23.0	302.0	3.8	descent
9226	9226	-0.75	19.882519	72.444228	2595.0	-1.7	3.27	-0.75	3335	121	20.4	10	3	1.5	1.3	0.7	1869	89179000	2	-0.11	-0.14	1.0	403	M4643053	-88	8.6	22.2	804.8	24.0	297.0	3.7	descent
9227	9227	-1.0	19.882452	72.444346	2591.0	-1.86	3.08	-1.0	3343	120	20.9	11	3	1.4	1.3	0.5	1869	89183000	2	-0.11	0.18	-0.7	403	M4643053	-83	16.3	22.2	805.1	23.0	301.0	3.6	descent
9228	9228	-0.75	19.882389	72.444462	2588.0	-1.74	3.03	-0.75	3345	116	20.9	8	3	2.1	1.7	1.2	1869	89187000	2	-0.09	-0.15	-0.6	403	M4643053	-89	12.1	22.1	805.4	23.0	300.0	3.5	descent
9229	9229	-1.0	19.88232	72.444582	2584.0	-1.93	3.14	-1.0	3331	117	20.9	8	3	2.3	1.3	1.9	1869	89191000	2	0.18	0.04	-0.7	403	M4643053	-84	9.7	22.5	805.8	25.0	302.0	3.7	descent
9230	9230	-1.0	19.882256	72.444694	2580.0	-1.77	2.95	-1.0	3340	117	20.3	9	3	2.1	1.1	1.8	1869	89195000	2	-0.18	-0.13	-0.2	403	M4643053	-84	10.4	22.2	806.1	22.0	301.0	3.4	descent
9231	9231	-1.0	19.882192	72.444825	2576.0	-1.78	3.44	-1.0	3338	121	20.9	9	3	1.5	1.4	0.5	1869	89199000	2	-0.22	0.09	0.6	403	M4643053	-83	12.3	22.3	806.5	23.0	297.0	3.9	descent
9232	9232	-1.0	19.882124	72.444946	2572.0	-1.9	3.16	-1.0	3345	118	20.6	10	3	1.7	1.5	0.8	1869	89203000	2	-0.03	0.11	0.7	403	M4643053	-86	17.3	22.5	806.9	23.0	301.0	3.7	descent
9233	9233	-1.0	19.882054	72.445074	2568.0	-1.96	3.34	-1.0	3339	118	20.7	9	3	1.3	1.1	0.7	1869	89207000	2	-0.13	0.16	0.7	403	M4643053	-82	14.6	22.3	807.2	22.0	300.0	3.9	descent
